gameid, league, split, playoffs, series_num, game_num, ego_team, opp_team, gamelength, top_player, top_champion, top_primary_kills, top_primary_deaths, top_primary_assists, top_primary_total_cs, jgl_player, jgl_champion, jgl_primary_kills, jgl_primary_deaths, jgl_primary_assists, jgl_primary_total_cs, mid_player, mid_champion, mid_primary_kills, mid_primary_deaths, mid_primary_assists, mid_primary_total_cs, bot_player, bot_champion, bot_primary_kills, bot_primary_deaths, bot_primary_assists, bot_primary_total_cs, sup_player, sup_champion, sup_primary_kills, sup_primary_deaths, sup_primary_assists, sup_primary_total_cs, constant_turrets, constant_dragons, constant_heralds, constant_barons, constant_win, constant_win_under_30, constant_first_blood
LOLTMNT02_153425, CBLOL, Split 2, 1, A, 1, paiN Gaming, LOUD, 1888, Wizer, Rumble, 6, 2, 6, 234.0, CarioK, Sejuani, 2, 1, 13, 176.0, dyNquedo, Corki, 4, 0, 10, 316.0, TitaN, Ezreal, 10, 3, 10, 295.0, Kuri, Braum, 1, 3, 17, 37.0, 7.0, 5.0, 1.0, 1.0, 1, 1, 1.0
LOLTMNT02_153449, CBLOL, Split 2, 1, A, 2, paiN Gaming, LOUD, 1657, Wizer, Gwen, 8, 1, 4, 252.0, CarioK, Sejuani, 0, 3, 18, 153.0, dyNquedo, Lucian, 4, 2, 10, 247.0, TitaN, Ezreal, 14, 4, 7, 238.0, Kuri, Braum, 0, 7, 20, 33.0, 10.0, 2.0, 1.0, 1.0, 1, 1, 1.0
LOLTMNT02_153465, CBLOL, Split 2, 1, A, 3, paiN Gaming, LOUD, 1783, Wizer, Rumble, 9, 2, 6, 181.0, CarioK, Ivern, 0, 2, 14, 140.0, dyNquedo, Corki, 2, 2, 10, 263.0, TitaN, Ashe, 5, 1, 10, 283.0, Kuri, Alistar, 0, 2, 15, 38.0, 7.0, 2.0, 0.0, 1.0, 1, 1, 1.0
LOLTMNT02_158739, CBLOL, Split 2, 1, B, 1, paiN Gaming, Vivo Keyd Stars, 1765, Wizer, Camille, 5, 0, 10, 245.0, CarioK, Brand, 3, 2, 13, 215.0, dyNquedo, Corki, 11, 2, 7, 299.0, TitaN, Jhin, 2, 2, 16, 238.0, Kuri, Alistar, 4, 1, 17, 34.0, 8.0, 4.0, 0.0, 1.0, 1, 1, 1.0
LOLTMNT02_159165, CBLOL, Split 2, 1, B, 2, paiN Gaming, Vivo Keyd Stars, 1958, Wizer, K'Sante, 2, 1, 5, 241.0, CarioK, Zyra, 0, 3, 14, 238.0, dyNquedo, Corki, 10, 2, 7, 294.0, TitaN, Ashe, 4, 3, 10, 304.0, Kuri, Alistar, 3, 2, 13, 28.0, 8.0, 4.0, 1.0, 2.0, 1, 1, 0.0
LOLTMNT02_158758, CBLOL, Split 2, 1, B, 3, paiN Gaming, Vivo Keyd Stars, 1410, Wizer, Jax, 1, 3, 3, 132.0, CarioK, Zyra, 1, 2, 5, 166.0, dyNquedo, Tristana, 3, 4, 1, 193.0, TitaN, Miss Fortune, 2, 4, 3, 198.0, Kuri, Alistar, 1, 3, 2, 28.0, 1.0, 0.0, 0.0, 0.0, 0, 0, 1.0
LOLTMNT02_159183, CBLOL, Split 2, 1, B, 4, paiN Gaming, Vivo Keyd Stars, 1711, Wizer, K'Sante, 3, 1, 9, 190.0, CarioK, Zyra, 1, 0, 9, 202.0, dyNquedo, Tristana, 8, 1, 4, 277.0, TitaN, Ashe, 3, 0, 10, 304.0, Kuri, Rell, 1, 3, 12, 29.0, 9.0, 4.0, 1.0, 1.0, 1, 1, 1.0
LOLTMNT02_164656, CBLOL, Split 2, 1, C, 1, paiN Gaming, Vivo Keyd Stars, 2032, Wizer, Jax, 3, 4, 8, 277.0, CarioK, Sejuani, 2, 3, 14, 176.0, dyNquedo, Smolder, 8, 1, 9, 320.0, TitaN, Ezreal, 6, 2, 8, 308.0, Kuri, Rakan, 0, 3, 15, 43.0, 10.0, 3.0, 1.0, 1.0, 1, 1, 1.0
LOLTMNT02_164659, CBLOL, Split 2, 1, C, 2, paiN Gaming, Vivo Keyd Stars, 1946, Wizer, Olaf, 5, 3, 7, 269.0, CarioK, Ivern, 0, 2, 14, 167.0, dyNquedo, Smolder, 8, 2, 4, 314.0, TitaN, Xayah, 3, 1, 8, 328.0, Kuri, Rell, 0, 2, 12, 41.0, 7.0, 4.0, 0.0, 2.0, 1, 1, 1.0
LOLTMNT02_164660, CBLOL, Split 2, 1, C, 3, paiN Gaming, Vivo Keyd Stars, 2459, Wizer, K'Sante, 5, 5, 6, 242.0, CarioK, Sejuani, 2, 4, 9, 192.0, dyNquedo, Smolder, 5, 6, 6, 404.0, TitaN, Ziggs, 3, 3, 10, 375.0, Kuri, Rell, 0, 7, 10, 56.0, 3.0, 3.0, 0.0, 1.0, 0, 0, 0.0
LOLTMNT02_164661, CBLOL, Split 2, 1, C, 4, paiN Gaming, Vivo Keyd Stars, 1751, Wizer, K'Sante, 1, 3, 9, 206.0, CarioK, Lillia, 4, 1, 9, 203.0, dyNquedo, Corki, 4, 1, 11, 257.0, TitaN, Ezreal, 12, 2, 6, 246.0, Kuri, Alistar, 0, 2, 14, 23.0, 11.0, 4.0, 1.0, 1.0, 1, 1, 1.0
